Time,ADC Value,Std Deviation,Calibrated OD
22230,2053.02,128.2898,0.3703917
22260,2056.9,128.9016,0.3658736
22290,2031.08,127.1981,0.3961017
22320,2040.76,129.2916,0.3847242
22350,2031.99,127.4852,0.3950298
22380,2023.17,125.3102,0.4054389
22410,2019.63,126.6658,0.4096296
22440,2025.86,126.3379,0.4022595
22470,2033.86,126.4938,0.3928287
22500,2031.34,126.5294,0.3957954
22530,2016.19,125.6456,0.4137089
22560,2023.07,127.014,0.4055573
22590,2021.37,126.5038,0.4075689
22620,2018.53,125.8967,0.4109333
22650,2039.79,126.5763,0.3858619
22680,2039.81,128.113,0.3858384
22710,2023.22,129.379,0.4053798
22740,2004.45,127.0482,0.4276833
22770,2027.1,125.4874,0.4007953
22800,2032.8,126.4445,0.394076
22830,2035.47,127.5431,0.3909352
22860,2022.15,126.795,0.4066457
22890,2032.55,125.8311,0.3943704
22920,2039.25,127.4691,0.3864954
22950,2041.36,127.2996,0.3840208
22980,2024.45,127.2766,0.4039256
23010,2025.52,126.8811,0.4026612
23040,2013.96,124.9815,0.4163571
23070,2043.6,128.0317,0.3813966
23100,2059.57,129.6063,0.3627692
23130,2025.06,129.256,0.4032047
23160,2022.48,126.6008,0.4062552
23190,2028.88,127.4595,0.3986949
23220,2017.9,126.285,0.4116803
23250,2021.88,128.6871,0.4069653
23280,2017.02,126.1785,0.412724
23310,2028.15,126.2524,0.399556
23340,2034.25,126.5824,0.3923697
23370,2025.07,126.13,0.4031929
23400,2017.37,127.0844,0.4123089
23430,2023.46,127.2452,0.4050961
23460,2032.48,126.5972,0.3944528
23490,2010.51,125.4241,0.4204598
23520,2029.51,126.462,0.397952
23550,2019.72,125.7917,0.4095231
23580,2039.45,126.7645,0.3862609
23610,2017.26,125.55,0.4124393
23640,2039.35,127.4235,0.3863781
23670,2016.87,126.9806,0.412902
23700,2014.18,126.6531,0.4160955
23730,2017.12,127.1724,0.4126055
23760,1999.3,126.3979,0.4338391
23790,2005.18,127.5803,0.426812
23820,2020.59,128.289,0.4084926
23850,2018.15,125.3147,0.4113838
23880,2020.59,124.9838,0.4084926
23910,2027.12,126.6558,0.4007717
23940,2002.59,124.9599,0.4299048
23970,2004.37,125.8365,0.4277788
24000,2018.74,126.6701,0.4106844
24030,2017.07,124.5811,0.4126648
24060,2038.43,129.0685,0.3874578
24090,2016.57,127.3281,0.4132579
24120,2022.54,126.1848,0.4061842
24150,2028.52,126.1122,0.3991196
24180,2023.77,125.3119,0.4047293
24210,1991.59,125.3423,0.4430851
24240,2010.39,126.4526,0.4206025
24270,2018.84,125.363,0.4105659
24300,2017.47,125.8337,0.4121903
24330,2021.66,127.6136,0.4072256
24360,2001.51,125.6196,0.4311956
24390,2005.19,123.6687,0.4268001
24420,2011.27,129.2946,0.4195554
24450,1996.1,126.1001,0.4376725
24480,2010.23,125.5395,0.4207931
24510,2008.84,126.2242,0.4224483
24540,2011.53,127.1497,0.4192461
24570,2010.6,125.8787,0.4203527
24600,2031.18,125.9262,0.3959837
24630,1995.07,125.2776,0.4389075
24660,2008.76,125.5946,0.4225435
24690,2002.1,123.6829,0.4304904
24720,2003.45,123.9355,0.4288774
24750,2012.43,126.1216,0.4181756
24780,2031.75,126.6804,0.3953123
24810,2009.89,126.5277,0.4211978
24840,2017.91,125.3848,0.4116683
24870,2003.98,126.784,0.4282444
24900,2007.99,124.9989,0.423461
24930,2021.42,126.4455,0.4075096
24960,2024.18,126.4909,0.4042446
24990,2007.46,124.4221,0.4240927
25020,2023.77,126.2432,0.4047293
25050,2006.4,125.531,0.4253564
25080,1996.71,124.6237,0.4369413
25110,2010.29,125.7489,0.4207215
25140,2011.98,126.18,0.4187108
25170,2014.22,126.3794,0.4160483
25200,2020.82,126.2632,0.4082202
25230,2007.0,125.0931,0.4246411
25260,2007.36,125.7121,0.4242119
25290,1995.8,125.6327,0.438032
25320,2023.51,125.6183,0.4050369
25350,2010.77,126.3541,0.4201504
25380,2037.44,126.9542,0.3886204
25410,2001.71,125.9166,0.4309565
25440,1996.32,124.4473,0.4374087
25470,2003.64,124.7846,0.4286504
25500,2017.4,125.9058,0.4122732
25530,2019.86,124.9381,0.4093571
25560,2003.94,126.6506,0.4282922
25590,1995.52,124.268,0.4383677
25620,2000.59,125.9061,0.4322958
25650,2003.86,124.6726,0.4283878
25680,2009.71,125.914,0.4214122
25710,1988.15,124.354,0.4472218
25740,2009.29,125.043,0.4219121
25770,1979.22,121.8313,0.4579942
25800,2006.19,124.8964,0.4256071
25830,2004.18,125.7902,0.4280056
25860,1989.2,124.7263,0.4459584
25890,1999.51,125.2598,0.4335879
25920,1986.48,124.8378,0.4492327
25950,2002.89,125.9986,0.4295464
25980,1994.31,124.9605,0.439819
26010,2002.21,125.6962,0.430359
26040,1992.21,125.0597,0.4423402
26070,2022.63,126.0724,0.4060777
26100,2007.39,125.352,0.424176
26130,2018.05,125.9377,0.4115024
26160,2006.46,125.8899,0.425285
26190,2010.58,125.0918,0.4203764
26220,1998.23,125.0478,0.4351203
26250,1993.68,126.3195,0.4405752
26280,2007.14,125.9018,0.4244741
26310,1994.82,122.2216,0.4392074
26340,1989.48,124.9625,0.4456216
26370,1990.32,125.3258,0.4446116
26400,2001.25,126.1258,0.4315064
26430,2013.57,125.7204,0.4168205
26460,1999.09,124.7504,0.4340907
26490,2003.8,124.9157,0.4284594
26520,2000.27,125.0384,0.4326786
26550,2000.35,125.5425,0.432583
26580,2003.16,125.62,0.4292237
26610,1990.93,124.6109,0.4438781
26640,1990.75,120.3921,0.4440945
26670,1998.45,126.1017,0.4348568
26700,1996.53,123.3383,0.4371569
26730,1986.78,126.6897,0.4488713
26760,1999.1,123.2695,0.4340787
26790,1989.92,124.1904,0.4450925
26820,1983.67,121.976,0.45262
26850,1979.54,124.0419,0.4576072
26880,1989.55,122.8401,0.4455374
26910,1988.89,124.4029,0.4463313
26940,1995.94,123.5846,0.4378642
26970,1985.37,124.0337,0.4505701
27000,1996.54,124.7416,0.4371449
27030,2007.24,127.4049,0.4243549
27060,1996.32,122.8108,0.4374087
27090,1995.23,126.5741,0.4387156
27120,2003.52,124.3116,0.4287938
27150,2005.86,125.7857,0.4260005
27180,1995.73,121.9011,0.438116
27210,1980.42,124.5165,0.4565436
27240,1992.48,122.9886,0.442016
27270,1981.05,123.1976,0.4557827
27300,1974.41,120.7111,0.4638165
27330,2023.77,127.5067,0.4047293
27360,1986.04,123.6151,0.4497628
27390,1957.19,122.1186,0.4847784
27420,1984.6,121.693,0.4514985
27450,1972.27,122.8548,0.4664115
27480,1976.41,121.3677,0.4613938
27510,1994.15,124.0449,0.4400112
27540,1976.98,120.727,0.4607039
27570,1989.12,124.8669,0.4460546
27600,1982.27,120.9331,0.4543094
27630,1979.72,124.9533,0.4573897
27660,1980.83,121.539,0.4560484
27690,1983.31,124.3041,0.4530542
27720,1992.94,122.5638,0.4414637
27750,1977.85,123.2823,0.4596511
27780,1975.44,112.3425,0.4625686
27810,1977.31,125.5515,0.4603044
27840,1990.66,122.8383,0.4442028
27870,1984.75,125.5306,0.4513176
27900,1999.5,125.2423,0.4335999
27930,1971.2,122.9359,0.4677103
27960,1977.11,121.3311,0.4605465
27990,1999.69,126.2846,0.4333726
28020,2005.59,123.63,0.4263227
28050,1980.58,123.2571,0.4563505
28080,1996.37,122.2941,0.4373487
28110,1974.64,123.7251,0.4635377
28140,1979.73,121.8344,0.4573776
28170,1980.63,124.9617,0.4562899
28200,1981.67,120.8069,0.4550337
28230,1960.36,125.4166,0.4809056
28260,1991.29,123.9488,0.4434455
28290,1959.71,122.2363,0.4816992
28320,1988.88,122.4385,0.4463434
28350,1958.36,122.1141,0.4833481
28380,1983.92,122.0953,0.4523184
28410,1985.75,124.4448,0.4501121
28440,1975.23,120.5766,0.462823
28470,1973.42,123.6137,0.4650167
28500,1982.56,123.1906,0.4539593
28530,1964.1,122.7525,0.4763447
28560,1985.75,121.8445,0.4501121
28590,1978.86,123.7076,0.4584294
28620,1981.16,121.5725,0.4556497
28650,1974.69,123.8257,0.4634773
28680,1969.42,121.0605,0.469872
28710,1972.65,123.2648,0.4659505
28740,1978.27,122.2075,0.459143
28770,1970.47,123.7678,0.4685965
28800,1969.92,119.9756,0.4692644
28830,1973.59,122.6447,0.4648107
28860,1971.57,119.2835,0.4672611
28890,1973.0,121.8622,0.4655262
28920,1964.6,120.7386,0.4757357
28950,1960.37,121.1759,0.4808933
28980,1951.92,118.2508,0.4912302
29010,1952.76,119.1856,0.4902006
29040,1956.01,120.0283,0.4862212
29070,1980.31,120.1864,0.4566766
29100,1971.68,121.8826,0.4671274
29130,1979.87,124.0322,0.4572083
29160,1974.32,120.2511,0.4639256
29190,1955.04,119.2297,0.4874082
29220,1965.02,119.5726,0.4752241
29250,1978.64,122.3052,0.4586954
29280,2001.32,123.9201,0.4314229
29310,1949.48,123.0675,0.4942233
29340,1969.79,121.0827,0.4694223
29370,1971.33,123.9442,0.4675525
29400,1985.72,121.87,0.4501484
29430,1962.86,122.4347,0.477856
29460,1986.49,120.724,0.4492207
29490,1945.37,121.5574,0.4992734
29520,1954.49,119.5793,0.4880816
29550,1959.44,122.3325,0.4820289
29580,1959.02,120.006,0.4825418
29610,1987.82,123.848,0.4476192
29640,1955.48,120.3262,0.4868698
29670,1986.77,124.1867,0.4488833
29700,1941.31,118.8272,0.5042727
29730,1943.91,121.4048,0.50107
29760,1970.41,120.9358,0.4686693
29790,1968.28,123.215,0.4712575
29820,1948.3,119.6684,0.4956721
29850,1967.69,122.6368,0.471975
29880,1942.59,119.4905,0.5026955
29910,1973.96,123.4098,0.464362
29940,1963.81,119.3533,0.476698
29970,1968.07,123.6391,0.4715129
30000,1989.05,122.2681,0.4461389
30030,1960.75,122.9919,0.4804297
30060,1973.71,121.1523,0.4646651
30090,1963.23,122.9961,0.4774048
30120,1969.77,120.1972,0.4694466
30150,1981.51,124.0238,0.455227
30180,1965.0,121.004,0.4752485
30210,1950.73,122.5868,0.4926895
30240,1972.08,120.9852,0.4666421
30270,1957.9,124.0605,0.4839102
30300,1953.94,120.0168,0.4887551
30330,1946.71,121.4097,0.4976258
30360,1951.93,120.7739,0.4912178
30390,1943.24,119.4936,0.501895
30420,1963.39,137.0654,0.4772099
30450,1960.72,122.7639,0.4804663
30480,1968.21,122.682,0.4713426
30510,1959.77,121.937,0.4816259
30540,1970.66,123.0648,0.4683657
30570,1948.2,119.4185,0.495795
30600,1950.92,120.9732,0.4924563
30630,1942.28,119.8302,0.5030773
30660,1946.95,123.5462,0.4973308
30690,1951.9,120.0012,0.4912547
30720,1949.68,121.6886,0.4939778
30750,1945.49,121.3994,0.4991258
30780,1984.83,122.6623,0.4512212
30810,1954.21,120.6825,0.4884243
30840,1965.11,123.5777,0.4751146
30870,1960.46,122.775,0.4807835
30900,1930.92,121.2094,0.5171141
30930,1959.62,122.0069,0.481809
30960,1964.1,122.9108,0.4763447
30990,1929.49,120.2317,0.5188869
31020,1954.6,122.4756,0.4879469
31050,1969.91,121.6584,0.4692766
31080,1932.92,118.4773,0.5146368
31110,1941.33,122.1379,0.5042481
31140,1973.14,123.7293,0.4653563
31170,1957.05,122.1479,0.4849492
31200,1959.17,122.6171,0.4823585
31230,1945.66,121.9261,0.4989167
31260,1946.65,121.3512,0.4976995
31290,1959.68,122.0611,0.4817357
31320,1953.19,122.0129,0.4896739
31350,1944.65,120.9239,0.5001592
31380,1932.49,119.9531,0.5151694
31410,1940.35,120.7469,0.5054564
31440,1958.51,120.5312,0.4831648
31470,1946.78,120.47,0.4975396
31500,1925.86,119.4161,0.5233932
31530,1929.93,120.7331,0.5183414
31560,1932.55,119.0126,0.515095
31590,1940.62,122.5265,0.5051233
31620,1934.44,119.7095,0.5127559
31650,1938.56,119.3637,0.5076649
31680,1930.89,120.8564,0.5171513
31710,1924.82,119.3899,0.5246858
31740,1936.34,121.8337,0.5104069
31770,1937.69,121.2035,0.5087391
31800,1960.82,122.423,0.4803442
31830,1954.61,121.4843,0.4879347
31860,1950.98,122.0497,0.4923828
31890,1952.7,120.1265,0.4902742
31920,1955.06,121.2542,0.4873837
31950,1930.84,119.8515,0.5172133
31980,1932.62,118.9625,0.5150083
32010,1940.74,120.9553,0.5049755
32040,1937.83,120.8714,0.5085661
32070,1966.04,123.311,0.4739823
32100,1941.75,119.775,0.5037305
32130,1936.95,121.4337,0.5096531
32160,1929.62,119.7087,0.5187258
32190,1928.72,119.4018,0.5198422
32220,1943.26,119.6042,0.5018703
32250,1931.3,120.3708,0.5166433
32280,1937.07,121.3377,0.5095048
32310,1933.57,119.9382,0.5138323
32340,1941.65,121.6447,0.5038536
32370,1914.95,120.1548,0.5369875
32400,1954.78,120.9344,0.4877266
32430,1948.46,121.2182,0.4954757
32460,1934.75,119.312,0.5123725
32490,1930.07,120.9022,0.5181679
32520,1934.24,119.8554,0.5130034
32550,1929.07,120.2897,0.5194079
32580,1928.28,120.6368,0.5203879
32610,1914.67,118.3221,0.5373373
32640,1933.58,119.3386,0.5138201
32670,1927.1,120.4463,0.5218529
32700,1920.96,119.2917,0.5294891
32730,1922.89,120.782,0.5270862
32760,1925.26,119.9438,0.5241386
32790,1934.92,119.7684,0.5121622
32820,1908.85,120.5248,0.5446222
32850,1921.35,119.5973,0.5290034
32880,1924.31,120.8224,0.5253197
32910,1940.52,121.5622,0.5052466
32940,1936.92,120.3899,0.50969
32970,1970.62,123.6136,0.4684143
33000,1933.77,120.0421,0.5135848
33030,1917.15,119.0917,0.5342399
33060,1930.32,121.6749,0.5178579
33090,1928.0,119.4999,0.5207356
33120,1929.88,119.5445,0.5184033
33150,1944.18,121.1982,0.5007376
33180,1914.92,118.7565,0.537025
33210,1902.52,118.6634,0.5525705
33240,1921.09,118.8679,0.5293273
33270,1924.39,120.6069,0.5252202
33300,1913.56,119.4252,0.538725
33330,1917.85,119.0215,0.5333664
33360,1906.64,117.2609,0.5473943
33390,1911.52,115.4364,0.5412774
33420,1936.62,121.6042,0.5100607
33450,1919.7,119.7776,0.5310594
33480,1928.61,120.0707,0.5199786
33510,1918.45,119.6413,0.532618
33540,1933.38,134.5444,0.5140674
33570,1930.28,119.9067,0.5179074
33600,1906.4,115.325,0.5476954
33630,1949.51,122.3021,0.4941864
33660,1929.13,120.1757,0.5193334
33690,1913.26,118.7508,0.5391002
33720,1912.41,118.3755,0.5401635
33750,1929.31,120.4608,0.5191102
33780,1922.87,119.91,0.5271111
33810,1952.19,120.549,0.4908993
33840,1926.2,121.3464,0.5229707
33870,1914.45,119.2965,0.5376125
33900,1928.11,120.9333,0.5205989
33930,1940.33,121.9102,0.5054811
33960,1909.9,119.3039,0.5433064
33990,1910.69,119.6753,0.5423167
34020,1905.16,117.5971,0.5492525
34050,1907.13,118.7183,0.5467794
34080,1887.71,116.9169,0.571271
34110,1900.75,118.5264,0.5547979
34140,1897.16,117.8921,0.5593218
34170,1906.71,117.9529,0.5473064
34200,1922.24,119.3723,0.5278953
34230,1913.06,118.6258,0.5393503
34260,1919.88,119.9,0.5308349
34290,1914.04,119.7647,0.5381248
34320,1914.76,134.3666,0.5372249
34350,1926.67,116.1118,0.5223868
34380,1892.5,119.0818,0.5652068
34410,1906.24,119.2101,0.5478964
34440,1917.56,119.2169,0.5337282
34470,1915.69,119.7895,0.536063
34500,1925.25,120.0953,0.5241512
34530,1901.26,119.2128,0.5541559
34560,1904.7,118.9217,0.5498303
34590,1899.33,119.1377,0.5565863
34620,1911.01,120.2425,0.5419159
34650,1913.92,120.1314,0.538275
34680,1916.56,118.5517,0.5349764
34710,1867.89,116.9867,0.5965281
34740,1901.17,121.8776,0.5542691
34770,1895.99,119.4779,0.560798
34800,1898.45,117.3534,0.5576954
34830,1908.2,118.189,0.5454373
34860,1909.1,119.3988,0.5443088
34890,1916.98,120.3476,0.5344522
34920,1908.94,119.3809,0.5445095
34950,1888.76,117.7852,0.5699403
34980,1904.27,118.3934,0.5503706
35010,1888.58,117.3696,0.5701685
35040,1901.37,118.9,0.5540176
35070,1904.8,120.0447,0.5497046
35100,1904.54,118.4101,0.5500313
35130,1901.21,119.5511,0.5542189
35160,1907.76,118.1097,0.545989
35190,1876.83,117.7472,0.5851028
35220,1877.39,117.8784,0.5843889
35250,1908.68,119.6937,0.5448352
35280,1894.33,117.9804,0.562894
35310,1870.68,116.7146,0.5929568
35340,1892.8,119.6907,0.5648274
35370,1904.5,119.5138,0.5500816
35400,1895.08,117.5247,0.5619469
35430,1873.07,117.1604,0.5899015
35460,1906.54,118.6784,0.5475196
35490,1903.9,119.5255,0.5508356
35520,1904.07,118.1963,0.550622
35550,1878.35,117.137,0.5831656
35580,1887.4,117.8636,0.571664
35610,1885.12,117.1169,0.5745564
35640,1880.72,116.9077,0.5801482
35670,1884.21,118.8026,0.5757118
35700,1883.75,116.7284,0.5762961
35730,1879.89,117.7847,0.5812044
35760,1893.45,118.6978,0.5640059
35790,1900.41,119.0077,0.5552259
35820,1868.97,117.0594,0.5951451
35850,1913.6,121.382,0.5386751
35880,1869.18,117.7865,0.5948761
35910,1904.74,119.7815,0.5497799
35940,1894.4,118.4484,0.5628056
35970,1904.84,118.1344,0.5496545
36000,1866.03,117.0029,0.5989122
36030,1876.99,117.7539,0.5848987
36060,1885.11,118.6137,0.5745692
36090,1892.68,118.555,0.564979
36120,1902.61,119.972,0.5524574
36150,1894.89,119.6211,0.5621867
36180,1867.08,117.7414,0.5975663
36210,1890.97,117.7614,0.5671421
36240,1888.17,117.3976,0.5706878
36270,1913.93,119.1396,0.5382623
36300,1864.78,116.3352,0.6005157
36330,1883.95,118.9768,0.5760422
36360,1892.66,119.3819,0.5650043
36390,1890.25,117.9892,0.5680533
36420,1906.59,118.1987,0.5474571
36450,1870.12,118.2399,0.5936732
36480,1897.91,117.4545,0.5583759
36510,1907.68,117.6705,0.5460894
36540,1893.24,117.6138,0.5642714
36570,1887.52,119.3983,0.5715118
36600,1883.13,117.6467,0.5770837
36630,1901.89,131.4084,0.5533631
36660,1885.75,117.898,0.5737569
36690,1874.68,119.4669,0.5878455
36720,1894.92,117.565,0.5621487
36750,1876.62,117.5535,0.5853705
36780,1870.92,115.829,0.5926496
36810,1868.0,117.416,0.5963873
36840,1872.93,117.2521,0.5900802
36870,1874.32,119.1641,0.588305
36900,1899.91,118.1418,0.5558557
36930,1862.06,117.8538,0.6040086
36960,1878.35,117.8907,0.5831656
36990,1846.35,115.1864,0.6242831
37020,1878.67,117.8889,0.5827579
37050,1855.23,130.7745,0.6128019
37080,1868.08,117.2991,0.5962849
37110,1877.07,117.491,0.5847969
37140,1880.59,117.7767,0.5803136
37170,1874.65,118.1489,0.5878838
37200,1867.45,115.9773,0.5970921
37230,1885.27,118.5267,0.5743659
37260,1877.2,117.0378,0.584631
37290,1870.25,117.9457,0.5935069
37320,1893.54,119.0602,0.5638921
37350,1868.47,115.8757,0.5957854
37380,1865.58,117.8598,0.5994894
37410,1854.29,117.2366,0.6140147
37440,1870.13,117.6982,0.5936603
37470,1848.27,116.6579,0.6217959
37500,1878.88,117.2103,0.5824904
37530,1839.28,115.3332,0.6334636
37560,1865.63,117.0534,0.5994253
37590,1862.85,117.703,0.6029936
37620,1873.83,117.1553,0.5889308
37650,1856.55,116.2835,0.6111
37680,1871.92,117.2697,0.5913711
37710,1868.2,117.4129,0.5961313
37740,1839.71,115.5521,0.6329042
37770,1862.69,116.2068,0.6031992
37800,1824.31,116.1145,0.6530193
37830,1866.34,117.8905,0.5985147
37860,1871.44,118.4966,0.5919848
37890,1907.32,117.2931,0.5465411
37920,1860.6,113.4078,0.6058857
37950,1870.19,116.768,0.5935838
37980,1855.31,114.0421,0.6126988
38010,1860.61,117.0153,0.6058727
38040,1844.05,114.9271,0.6272659
38070,1862.19,117.7019,0.6038416
38100,1868.33,115.2954,0.5959646
38130,1867.52,115.3959,0.5970023
38160,1823.81,112.2118,0.6536753
38190,1856.77,115.8191,0.6108165
38220,1838.61,112.911,0.6343353
38250,1843.49,115.9649,0.6279926
38280,1860.6,116.3063,0.6058857
38310,1857.69,116.7149,0.6096312
38340,1853.46,115.4308,0.6150861
38370,1840.61,114.8403,0.6317339
38400,1844.98,113.9119,0.6260594
38430,1838.91,115.6865,0.6339449
38460,1849.15,113.5866,0.620657
38490,1858.04,115.528,0.6091804
38520,1850.09,114.7117,0.6194408
38550,1849.68,116.9191,0.6199712
38580,1884.66,114.9786,0.5751404
38610,1832.13,115.2926,0.642784
38640,1828.35,114.2372,0.6477261
38670,1843.41,116.2198,0.6280965
38700,1864.35,115.7962,0.6010675
38730,1829.5,114.3627,0.6462214
38760,1854.68,114.4481,0.6135113
38790,1843.15,114.9183,0.6284339
38820,1840.97,115.7204,0.6312659
38850,1826.54,114.8568,0.6500961
38880,1819.33,116.0152,0.6595605
38910,1841.24,115.6438,0.6309149
38940,1842.02,113.9445,0.6299014
38970,1827.51,115.7684,0.6488256
39000,1851.3,113.7177,0.6178763
39030,1835.01,114.7159,0.6390254
39060,1848.59,114.2902,0.6213818
39090,1831.21,116.3995,0.6439858
39120,1849.82,115.608,0.6197902
39150,1861.75,116.829,0.604407
39180,1832.32,113.8477,0.6425359
39210,1866.24,117.0418,0.598643
39240,1877.28,114.9225,0.584529
39270,1846.94,115.7627,0.6235187
39300,1868.32,115.7005,0.5959775
39330,1827.08,113.2481,0.6493888
39360,1845.68,112.3678,0.6251516
39390,1863.64,117.25,0.601979
39420,1848.83,114.8956,0.6210712
39450,1827.23,114.9076,0.6491923
39480,1860.65,115.258,0.6058212
39510,1814.94,115.3882,0.6653417
39540,1861.04,113.7304,0.6053197
39570,1852.61,116.6695,0.6161837
39600,1847.79,113.5473,0.6224175
39630,1843.12,116.5313,0.6284729
39660,1838.69,113.4674,0.6342315
39690,1824.76,114.0093,0.6524293
39720,1828.57,112.379,0.6474382
39750,1835.48,114.6238,0.6384125
39780,1835.52,112.9804,0.6383603
39810,1838.0,115.1085,0.6351295
39840,1841.16,114.3687,0.6310189
39870,1826.02,113.6629,0.6507774
39900,1858.51,115.8117,0.608575
39930,1822.71,114.5357,0.6551191
39960,1829.32,113.0178,0.6464569
39990,1838.12,115.3785,0.6349733
40020,1855.3,116.2722,0.6127115
40050,1825.4,115.5633,0.6515901
40080,1850.45,112.7084,0.6189754
40110,1846.02,115.2264,0.6247108
40140,1838.18,113.2949,0.6348951
40170,1837.81,115.4081,0.6353767
40200,1817.42,113.9454,0.662074
40230,1843.69,117.7467,0.627733
40260,1819.59,112.8505,0.6592186
40290,1812.3,113.9553,0.6688246
40320,1846.14,114.6837,0.6245553
40350,1813.25,114.5196,0.6675708
40380,1827.29,112.5364,0.6491136
40410,1806.53,115.4413,0.6764555
40440,1808.44,112.5215,0.673927
40470,1830.99,115.4678,0.6442733
40500,1806.52,112.6244,0.6764687
40530,1806.19,114.1997,0.676906
40560,1826.97,114.8987,0.6495328
40590,1814.27,115.0187,0.666225
40620,1808.06,112.438,0.6744297
40650,1819.86,114.6707,0.6588634
40680,1819.01,112.9274,0.6599813
40710,1826.55,113.7877,0.6500828
40740,1818.26,112.9262,0.6609683
40770,1796.9,113.51,0.6892455
40800,1804.39,111.439,0.6792918
40830,1816.76,115.0189,0.6629431
40860,1853.11,114.1833,0.6155379
40890,1811.64,114.0011,0.6696964
40920,1825.63,113.6291,0.6512887
40950,1826.18,113.1248,0.6505677
40980,1822.67,104.0069,0.6551715
41010,1806.68,114.8969,0.6762568
41040,1790.36,111.2519,0.6979708
41070,1822.87,115.7763,0.6549089
41100,1797.19,112.0908,0.6888594
41130,1788.12,115.1291,0.7009665
41160,1813.0,111.5432,0.6679007
41190,1793.61,112.8602,0.6936307
41220,1812.54,113.2306,0.6685078
41250,1813.03,113.4324,0.6678611
41280,1795.82,111.1104,0.6906842
41310,1809.58,114.1643,0.672419
41340,1802.71,110.0904,0.6815208
41370,1795.52,113.205,0.6910839
41400,1801.54,112.5856,0.6830744
41430,1775.67,110.9074,0.7176857
41460,1803.88,111.841,0.6799683
41490,1798.18,112.282,0.6875415
41520,1823.17,113.0402,0.6545152
41550,1806.52,115.2693,0.6764687
41580,1803.46,110.8107,0.6805255
41610,1781.95,112.1119,0.7092376
41640,1807.55,112.1426,0.6751048
41670,1813.49,112.1937,0.667254
41700,1803.95,112.9113,0.6798755
41730,1796.16,113.1442,0.6902311
41760,1808.14,113.6924,0.6743239
41790,1816.35,115.6694,0.6634833
41820,1797.78,113.1648,0.6880737
41850,1806.81,113.8384,0.6760846
41880,1795.2,112.891,0.6915104
41910,1780.07,112.6182,0.7117636
41940,1806.85,113.37,0.6760318
41970,1797.8,111.6939,0.688047
42000,1792.68,113.3585,0.6948717
42030,1791.57,115.3605,0.6963541
42060,1794.14,112.4927,0.6929237
42090,1794.95,113.4764,0.6918438
42120,1783.99,112.8963,0.7064997
42150,1759.38,111.2132,0.7397395
42180,1779.6,111.9386,0.7123954
42210,1782.19,112.5598,0.7089154
42240,1795.45,113.5162,0.6911772
42270,1809.26,114.0302,0.6728421
42300,1817.06,114.1579,0.6625481
42330,1810.11,115.2114,0.6717182
42360,1787.83,112.8133,0.7013545
42390,1777.67,114.1312,0.7149918
42420,1763.97,111.1707,0.7335051
42450,1792.9,114.897,0.6945782
42480,1784.17,112.2427,0.7062582
42510,1775.9,123.8582,0.7173757
42540,1767.22,111.6151,0.7291002
42570,1788.49,112.9183,0.7004713
42600,1782.29,111.8698,0.708781
42630,1781.57,112.6037,0.709748
42660,1776.52,112.7498,0.7165404
42690,1797.67,113.5464,0.6882203
42720,1775.26,112.0027,0.7182382
42750,1779.52,112.8247,0.7125029
42780,1781.43,113.0012,0.709936
42810,1793.18,112.3583,0.6942046
42840,1781.46,112.1603,0.7098957
42870,1770.5,112.222,0.724663
42900,1781.09,112.9408,0.7103929
42930,1785.78,108.5608,0.7040999
42960,1767.98,110.1568,0.7280713
42990,1786.76,113.5029,0.7027871
43020,1762.71,110.7288,0.7352149
43050,1768.53,111.7674,0.7273269
43080,1784.84,114.3643,0.7053599
43110,1783.09,113.9212,0.7077072
43140,1768.61,110.8339,0.7272187
43170,1779.63,112.076,0.7123551
43200,1759.33,111.7302,0.7398078
43230,1747.55,112.1634,0.7558837
43260,1749.69,112.2423,0.7529554
43290,1759.86,122.8521,0.739087
43320,1794.8,112.3285,0.6920435
43350,1770.62,112.6806,0.7245007
43380,1796.42,112.8381,0.6898848
43410,1766.82,112.124,0.7296419
43440,1759.54,110.7224,0.739522
43470,1765.55,112.178,0.7313624
43500,1780.75,113.5586,0.7108495
43530,1753.61,111.7425,0.7476003
43560,1777.41,112.6382,0.7153419
43590,1753.72,111.0852,0.7474503
43620,1837.16,115.3977,0.6362233
43650,1768.85,112.9655,0.7268941
43680,1784.68,113.0438,0.7055743
43710,1776.44,112.2088,0.7166482
43740,1773.04,111.9134,0.7212325
43770,1754.22,109.0622,0.746768
43800,1780.25,111.6938,0.7115215
43830,1776.72,112.3472,0.7162711
43860,1780.57,112.4173,0.7110915
43890,1792.9,113.0696,0.6945782
43920,1740.33,108.2626,0.7657907
43950,1753.75,111.4072,0.7474092
43980,1762.29,111.3041,0.735785
44010,1757.14,110.7979,0.7427881
44040,1759.23,110.6513,0.7399436
44070,1758.34,111.8185,0.7411545
44100,1749.7,111.0298,0.7529418
44130,1760.04,111.2393,0.7388421
44160,1762.98,110.7518,0.7348483
44190,1763.33,112.3117,0.7343734
44220,1746.87,109.7489,0.7568151
44250,1760.53,111.4384,0.7381761
44280,1747.83,110.4986,0.7555005
44310,1735.24,109.0708,0.7727997
44340,1752.07,109.9579,0.7497027
44370,1756.97,112.1289,0.7430196
44400,1748.99,110.6551,0.7539129
44430,1759.42,111.6392,0.7396852
44460,1754.97,111.97,0.7457452
44490,1759.19,112.0905,0.7399981
